,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry 
400,N67a,Kadoelen,N67,N,1305410.0,"POLYGON ((4.897849 52.415282, 4.897975 52.415873, 4.89806 52.41609, 4.898137 52.416177, 4.898055 52.41621, 4.898078 52.416246, 4.898316 52.416481, 4.898371 52.416553, 4.898378 52.416589, 4.898363 52.416635, 4.898277 52.416728, 4.898233 52.416828, 4.89825 52.416873, 4.8984 52.417664, 4.898445 52.418287, 4.898497 52.418622, 4.898491 52.419141, 4.89858 52.420561, 4.900006 52.420542, 4.901893 52.420498, 4.902938 52.42007, 4.903295 52.419972, 4.903403 52.419932, 4.903699 52.419842, 4.903858 52.419847, 4.904146 52.419942, 4.904449 52.420112, 4.906315 52.420183, 4.906617 52.420356, 4.907028 52.420151, 4.907064 52.420126, 4.907104 52.420089, 4.907138 52.420037, 4.907158 52.419948, 4.907395 52.420068, 4.907481 52.420142, 4.907865 52.420782, 4.907912 52.420879, 4.907968 52.420866, 4.908558 52.420742, 4.908682 52.420708, 4.909623 52.420261, 4.910962 52.419672, 4.912868 52.418924, 4.913268 52.418778, 4.913599 52.418646, 4.91405 52.418488, 4.914532 52.418491, 4.914587 52.418483, 4.914621 52.418494, 4.914651 52.418493, 4.914708 52.418668, 4.915016 52.418632, 4.915503 52.418593, 4.915696 52.418557, 4.916133 52.418368, 4.916309 52.418304, 4.91675 52.418104, 4.917398 52.417834, 4.918103 52.417523, 4.918202 52.417487, 4.918482 52.417353, 4.918974 52.417147, 4.919674 52.416836, 4.919886 52.416768, 4.920127 52.416673, 4.92027 52.416607, 4.92043 52.416608, 4.920456 52.4166, 4.919826 52.416092, 4.919258 52.41561, 4.917452 52.414131, 4.915333 52.412356, 4.912756 52.410223, 4.912625 52.410069, 4.911459 52.409586, 4.9106 52.40933, 4.909041 52.408009, 4.90739 52.40789, 4.907373 52.407991, 4.907331 52.408093, 4.90695 52.408609, 4.906749 52.408849, 4.906571 52.409041, 4.906284 52.409312, 4.905993 52.409555, 4.905551 52.40987, 4.904644 52.410398, 4.902044 52.412286, 4.900096 52.413692, 4.898842 52.414739, 4.897849 52.415282))"
401,N70e,Buiksloterbreek,N70,N,99722.5,"POLYGON ((4.902409 52.404045, 4.902683 52.404248, 4.90523 52.405593, 4.906222 52.404854, 4.905169 52.404303, 4.905093 52.404245, 4.904735 52.403907, 4.904711 52.403862, 4.904698 52.403799, 4.904706 52.403745, 4.904727 52.4037, 4.904821 52.403596, 4.90491 52.403517, 4.905011 52.403444, 4.90515 52.403361, 4.90521 52.40333, 4.907317 52.402518, 4.907923 52.402603, 4.909607 52.403033, 4.91076 52.402572, 4.910988 52.402495, 4.911386 52.402387, 4.911125 52.40208, 4.91091 52.401726, 4.910752 52.401338, 4.910687 52.401075, 4.910672 52.400777, 4.910152 52.40085, 4.909803 52.400886, 4.909274 52.400926, 4.908921 52.40094, 4.908872 52.401016, 4.908798 52.401063, 4.908338 52.401226, 4.904078 52.402847, 4.903895 52.402958, 4.903219 52.403512, 4.902409 52.404045))"
402,N74a,Nintemanterrein,N74,N,39017.1,"POLYGON ((4.92275 52.398668, 4.922987 52.398748, 4.923492 52.398524, 4.923888 52.398396, 4.925098 52.398033, 4.926286 52.397552, 4.926613 52.397429, 4.926161 52.397019, 4.925692 52.396562, 4.925309 52.396154, 4.924837 52.39561, 4.923837 52.396794, 4.923604 52.397183, 4.923103 52.398077, 4.92275 52.398668))"
403,N74b,Elzenhagen Zuid,N74,N,312616.0,"POLYGON ((4.922311 52.399347, 4.922439 52.399447, 4.922532 52.39956, 4.922719 52.400052, 4.92288 52.400646, 4.923102 52.401231, 4.923801 52.402234, 4.924983 52.404333, 4.925069 52.404794, 4.926911 52.404197, 4.928955 52.403561, 4.931596 52.402669, 4.932779 52.402285, 4.928013 52.398593, 4.92713 52.397876, 4.926613 52.39743, 4.926613 52.397429, 4.926286 52.397552, 4.925098 52.398033, 4.923888 52.398396, 4.923492 52.398524, 4.922987 52.398748, 4.92275 52.398668, 4.922311 52.399347))"
404,N74c,Elzenhagen Noord,N74,N,509152.0,"POLYGON ((4.929657 52.411005, 4.931489 52.41006, 4.933112 52.409302, 4.93361 52.409092, 4.934114 52.40889, 4.934858 52.408612, 4.935383 52.408429, 4.936369 52.408118, 4.937218 52.40787, 4.937758 52.407721, 4.938483 52.407529, 4.939213 52.407348, 4.938317 52.406613, 4.932779 52.402285, 4.931596 52.402669, 4.928955 52.403561, 4.926911 52.404197, 4.925069 52.404794, 4.925152 52.405258, 4.925155 52.406405, 4.925246 52.406714, 4.925406 52.407012, 4.925591 52.407276, 4.925754 52.407473, 4.926843 52.408438, 4.927221 52.408734, 4.928186 52.409319, 4.928546 52.409748, 4.929026 52.410375, 4.929468 52.410839, 4.929657 52.411005))"
405,T94b,G-buurt West,T94,T,426830.0,"POLYGON ((4.959336 52.321213, 4.961696 52.322028, 4.9617 52.322455, 4.96294 52.322889, 4.964313 52.322848, 4.964732 52.322981, 4.965576 52.32292, 4.966464 52.323243, 4.967483 52.323328, 4.967759 52.32304, 4.967857 52.322983, 4.967947 52.322959, 4.969567 52.322885, 4.96964 52.322893, 4.969716 52.322917, 4.970124 52.322465, 4.973164 52.323507, 4.973903 52.322695, 4.974361 52.322862, 4.974796 52.323086, 4.975645 52.323376, 4.975977 52.323474, 4.976906 52.323801, 4.977703 52.322927, 4.975634 52.322222, 4.975555 52.322317, 4.974554 52.321977, 4.974262 52.322299, 4.968971 52.320494, 4.970339 52.31896, 4.967595 52.318019, 4.9675 52.317939, 4.967095 52.3178, 4.966999 52.317721, 4.965344 52.317153, 4.964945 52.317034, 4.964411 52.316875, 4.963566 52.31659, 4.96176 52.318565, 4.959336 52.321213))"
406,T94c,Bijlmermuseum Noord,T94,T,165324.0,"POLYGON ((4.977703 52.322927, 4.978977 52.321528, 4.978104 52.32059, 4.977689 52.320179, 4.977585 52.320097, 4.977037 52.319742, 4.976945 52.319665, 4.976568 52.31927, 4.976451 52.319192, 4.976336 52.319146, 4.976207 52.319115, 4.976071 52.319102, 4.975719 52.319103, 4.975569 52.319129, 4.974923 52.319365, 4.974859 52.319401, 4.974451 52.319942, 4.974411 52.319979, 4.974356 52.320012, 4.974275 52.32004, 4.974186 52.320053, 4.973565 52.320064, 4.973467 52.320049, 4.973418 52.32003, 4.973368 52.319997, 4.972671 52.319275, 4.972595 52.319222, 4.972519 52.319189, 4.972412 52.319163, 4.97232 52.319156, 4.971088 52.319166, 4.970975 52.31916, 4.970827 52.319127, 4.970339 52.31896, 4.968971 52.320494, 4.974262 52.322299, 4.974554 52.321977, 4.975555 52.322317, 4.975634 52.322222, 4.977703 52.322927))"
407,T94f,K-buurt Midden,T94,T,160326.0,"POLYGON ((4.982684 52.318263, 4.984317 52.318825, 4.98475 52.318303, 4.985424 52.318017, 4.985773 52.31757, 4.985949 52.317363, 4.985449 52.317246, 4.985212 52.317185, 4.985001 52.317121, 4.984842 52.317065, 4.984459 52.316889, 4.984158 52.316776, 4.983977 52.316719, 4.983095 52.31649, 4.982773 52.316384, 4.98237 52.316221, 4.982098 52.316121, 4.980859 52.315697, 4.980655 52.315644, 4.980385 52.315592, 4.980123 52.315538, 4.979869 52.315456, 4.979727 52.315396, 4.979404 52.315231, 4.979165 52.315127, 4.97764 52.314601, 4.977496 52.314544, 4.977079 52.314356, 4.976897 52.314284, 4.976606 52.31419, 4.976178 52.314083, 4.975731 52.313941, 4.975719 52.313783, 4.975118 52.313789, 4.975048 52.313798, 4.974971 52.313823, 4.974899 52.313878, 4.974387 52.31447, 4.973754 52.315204, 4.975196 52.315699, 4.97532 52.31573, 4.975553 52.31576, 4.975831 52.315851, 4.97601 52.315929, 4.976217 52.316072, 4.976387 52.316155, 4.977547 52.316558, 4.97794 52.31664, 4.97869 52.316894, 4.978553 52.317044, 4.980026 52.317544, 4.980162 52.317394, 4.982684 52.318263))"
408,T94g,K-buurt Zuidoost,T94,T,196007.0,"POLYGON ((4.985949 52.317363, 4.98674 52.317548, 4.988054 52.315559, 4.987724 52.314883, 4.988088 52.314703, 4.98864 52.314813, 4.989132 52.314108, 4.988385 52.313828, 4.987328 52.313447, 4.983531 52.312147, 4.982092 52.313707, 4.980385 52.315592, 4.980655 52.315644, 4.980859 52.315697, 4.982098 52.316121, 4.98237 52.316221, 4.982773 52.316384, 4.983095 52.31649, 4.983977 52.316719, 4.984158 52.316776, 4.984459 52.316889, 4.984842 52.317065, 4.985001 52.317121, 4.985212 52.317185, 4.985449 52.317246, 4.985949 52.317363))"
409,T94i,Grunder/Koningshoef,T94,T,131278.0,"POLYGON ((4.982315 52.321234, 4.984317 52.318825, 4.982684 52.318263, 4.979983 52.319805, 4.978977 52.321528, 4.977703 52.322927, 4.976906 52.323801, 4.978763 52.324417, 4.978843 52.324435, 4.978958 52.324434, 4.979072 52.324401, 4.980532 52.323143, 4.981891 52.321732, 4.982315 52.321234))"
410,E40a,Geuzenhofbuurt,E40,E,93667.7,"POLYGON ((4.862867 52.37519, 4.864439 52.375405, 4.864636 52.37486, 4.864689 52.374749, 4.864765 52.374634, 4.864858 52.374528, 4.864944 52.374447, 4.867236 52.372533, 4.866358 52.371579, 4.865027 52.370131, 4.864039 52.370479, 4.863656 52.37066, 4.863575 52.372247, 4.863549 52.372513, 4.863471 52.373045, 4.863421 52.373311, 4.863293 52.37384, 4.863218 52.374103, 4.863041 52.374626, 4.862867 52.37519))"
411,E40b,Trompbuurt,E40,E,123075.0,"POLYGON ((4.85857 52.374647, 4.858703 52.374657, 4.85975 52.374783, 4.860458 52.374906, 4.862071 52.375084, 4.862867 52.37519, 4.863041 52.374626, 4.863218 52.374103, 4.863293 52.37384, 4.863421 52.373311, 4.863471 52.373045, 4.863549 52.372513, 4.863575 52.372247, 4.863656 52.37066, 4.863265 52.370841, 4.862997 52.370919, 4.859968 52.371491, 4.859773 52.371509, 4.859608 52.371506, 4.859493 52.371736, 4.859346 52.3722, 4.859236 52.372492, 4.85857 52.374647))"
412,E40c,Pieter van der Doesbuurt,E40,E,74972.4,"POLYGON ((4.855569 52.37435, 4.857692 52.374591, 4.85857 52.374647, 4.859236 52.372492, 4.859346 52.3722, 4.859493 52.371736, 4.859608 52.371506, 4.858893 52.371438, 4.857888 52.371318, 4.856981 52.37119, 4.856556 52.371119, 4.855569 52.37435))"
413,E75a,Kortenaerkwartier,E75,E,99493.0,"POLYGON ((4.858893 52.371438, 4.859608 52.371506, 4.859773 52.371509, 4.859968 52.371491, 4.862997 52.370919, 4.863265 52.370841, 4.863656 52.37066, 4.864039 52.370479, 4.865027 52.370131, 4.863284 52.368231, 4.861498 52.368802, 4.859204 52.368678, 4.859001 52.368653, 4.859021 52.3688, 4.859241 52.369298, 4.859257 52.369418, 4.858893 52.371438))"
414,E75b,Filips van Almondekwartier,E75,E,45055.2,"POLYGON ((4.856556 52.371119, 4.856981 52.37119, 4.857888 52.371318, 4.858893 52.371438, 4.859257 52.369418, 4.859241 52.369298, 4.859021 52.3688, 4.859001 52.368653, 4.857367 52.368458, 4.856556 52.371119))"
415,E75c,De Wester Quartier,E75,E,77507.0,"POLYGON ((4.859001 52.368653, 4.859204 52.368678, 4.861498 52.368802, 4.863284 52.368231, 4.862259 52.367114, 4.861301 52.366072, 4.860071 52.364592, 4.859745 52.364698, 4.859683 52.364726, 4.859611 52.364779, 4.859558 52.364866, 4.859343 52.365949, 4.859221 52.366677, 4.859105 52.368008, 4.859001 52.368653))"
416,E75d,Van Brakelkwartier,E75,E,53595.1,"POLYGON ((4.857367 52.368458, 4.859001 52.368653, 4.859105 52.368008, 4.859221 52.366677, 4.859343 52.365949, 4.859558 52.364866, 4.859611 52.364779, 4.859683 52.364726, 4.859745 52.364698, 4.860071 52.364592, 4.859239 52.363663, 4.858342 52.364137, 4.858253 52.364201, 4.858197 52.364278, 4.85818 52.364333, 4.857571 52.36779, 4.857367 52.368458))"
417,F84a,Middelveldsche Akerpolder,F84,F,352026.0,"POLYGON ((4.772489 52.354819, 4.772745 52.354914, 4.773168 52.355116, 4.773482 52.355294, 4.773844 52.355537, 4.774045 52.355692, 4.775174 52.356648, 4.775677 52.357119, 4.775733 52.357165, 4.775901 52.357274, 4.776029 52.357323, 4.776102 52.357341, 4.776258 52.357361, 4.776492 52.357364, 4.777286 52.357218, 4.776982 52.356751, 4.786511 52.35292, 4.787014 52.352759, 4.787199 52.352718, 4.787584 52.352658, 4.787978 52.352633, 4.787959 52.352317, 4.785205 52.34973, 4.772489 52.354819))"
418,F84b,De Aker West,F84,F,574212.0,"POLYGON ((4.772489 52.354819, 4.785205 52.34973, 4.781721 52.346468, 4.781556 52.346535, 4.780811 52.345841, 4.771748 52.349553, 4.7674 52.351263, 4.767556 52.351426, 4.768774 52.352601, 4.770086 52.35392, 4.770282 52.354072, 4.770461 52.354187, 4.77066 52.354291, 4.770859 52.354379, 4.771097 52.354466, 4.771378 52.354545, 4.77196 52.354667, 4.772245 52.354743, 4.772489 52.354819))"
419,F84c,De Aker Oost,F84,F,718473.0,"POLYGON ((4.780811 52.345841, 4.781556 52.346535, 4.781721 52.346468, 4.785205 52.34973, 4.787959 52.352317, 4.787978 52.352633, 4.788219 52.352634, 4.788581 52.352651, 4.788827 52.35267, 4.789154 52.352708, 4.790166 52.352891, 4.790474 52.352931, 4.791813 52.353181, 4.791896 52.353033, 4.792395 52.352149, 4.793047 52.350906, 4.793305 52.350441, 4.793418 52.350185, 4.794113 52.349029, 4.794751 52.347725, 4.795577 52.346245, 4.795493 52.346127, 4.791108 52.341495, 4.790548 52.341837, 4.790164 52.342003, 4.788157 52.342836, 4.780811 52.345841))"
420,F85a,Oostoever Sloterplas,F85,F,647664.0,"POLYGON ((4.825654 52.370872, 4.827161 52.37212, 4.829329 52.370552, 4.829267 52.370476, 4.829247 52.370421, 4.829261 52.370358, 4.82931 52.370303, 4.829949 52.369961, 4.829905 52.369907, 4.830794 52.36969, 4.83086 52.369759, 4.830917 52.3698, 4.831072 52.369874, 4.831969 52.370133, 4.832222 52.370554, 4.832319 52.370787, 4.832659 52.370735, 4.832798 52.3707, 4.833262 52.370626, 4.833399 52.370586, 4.833585 52.37051, 4.833679 52.370482, 4.834419 52.37037, 4.834359 52.370099, 4.833973 52.367862, 4.833887 52.367124, 4.833851 52.366383, 4.83388 52.364049, 4.827049 52.363978, 4.817191 52.363881, 4.825654 52.370872))"
421,F85b,Emanuel van Meterenbuurt,F85,F,584747.0,"POLYGON ((4.812184 52.359718, 4.817191 52.363881, 4.827049 52.363978, 4.827256 52.357612, 4.825818 52.357597, 4.825812 52.357791, 4.818578 52.357708, 4.818559 52.358268, 4.817207 52.358937, 4.817073 52.358854, 4.816955 52.358796, 4.816692 52.358691, 4.816528 52.358645, 4.815476 52.358418, 4.815431 52.358501, 4.813056 52.358022, 4.812184 52.359718))"
422,F85c,Jacob Geelbuurt,F85,F,321310.0,"POLYGON ((4.827049 52.363978, 4.83388 52.364049, 4.833905 52.362457, 4.833963 52.36067, 4.834032 52.359614, 4.834071 52.359266, 4.834155 52.358546, 4.834197 52.357885, 4.828257 52.357818, 4.828263 52.357623, 4.827256 52.357612, 4.827049 52.363978))"
423,F86b,Overtoomse Veld Zuid,F86,F,306464.0,"POLYGON ((4.83388 52.364049, 4.842315 52.364137, 4.842456 52.359344, 4.834071 52.359266, 4.834032 52.359614, 4.833963 52.36067, 4.833905 52.362457, 4.83388 52.364049))"
424,K26a,Diamantbuurt,K26,K,167160.0,"POLYGON ((4.903032 52.352164, 4.904176 52.352366, 4.905213 52.352599, 4.908363 52.353382, 4.910249 52.351359, 4.911065 52.350022, 4.905339 52.349221, 4.904195 52.349067, 4.903032 52.352164))"
425,K26b,Burgemeester Tellegenbuurt Oost,K26,K,121441.0,"POLYGON ((4.897588 52.351717, 4.897679 52.35177, 4.898091 52.351829, 4.898961 52.35159, 4.903032 52.352164, 4.904195 52.349067, 4.899804 52.348456, 4.89927 52.349912, 4.89822 52.350121, 4.897939 52.350878, 4.897852 52.351012, 4.897588 52.351717))"
426,K26c,Burgemeester Tellegenbuurt West,K26,K,102277.0,"POLYGON ((4.894748 52.351315, 4.897588 52.351717, 4.897852 52.351012, 4.897939 52.350878, 4.89822 52.350121, 4.89927 52.349912, 4.899804 52.348456, 4.896227 52.347959, 4.895263 52.348005, 4.895296 52.34826, 4.894642 52.35002, 4.894543 52.350432, 4.894559 52.350563, 4.894748 52.351315))"
427,K59a,Prinses Irenebuurt,K59,K,266469.0,"POLYGON ((4.864805 52.343151, 4.866912 52.343811, 4.867198 52.343867, 4.867976 52.343974, 4.870995 52.344386, 4.871177 52.344404, 4.876601 52.344611, 4.878404 52.344671, 4.878476 52.344, 4.878175 52.343586, 4.878318 52.341785, 4.877146 52.341813, 4.876053 52.3418, 4.864983 52.341388, 4.864805 52.343151))"
428,K59b,Beatrixpark,K59,K,166601.0,"POLYGON ((4.878404 52.344671, 4.878588 52.344677, 4.880174 52.345477, 4.881258 52.346012, 4.881316 52.345968, 4.881317 52.345955, 4.881332 52.345954, 4.881399 52.345905, 4.881053 52.345733, 4.881076 52.345714, 4.88108 52.345664, 4.881101 52.345635, 4.881138 52.345617, 4.881211 52.345611, 4.88126 52.345576, 4.881361 52.345628, 4.881409 52.345591, 4.881487 52.34563, 4.881669 52.345494, 4.881659 52.345426, 4.881614 52.345425, 4.881585 52.345406, 4.881567 52.345294, 4.881573 52.345269, 4.881853 52.34506, 4.881863 52.345039, 4.881889 52.345021, 4.881924 52.345011, 4.882256 52.344995, 4.88244 52.345085, 4.882583 52.344977, 4.882431 52.344896, 4.882413 52.344873, 4.882394 52.344791, 4.882361 52.344772, 4.882447 52.344688, 4.882543 52.344621, 4.882793 52.344493, 4.882996 52.344409, 4.883133 52.344371, 4.883211 52.344358, 4.883543 52.344334, 4.883594 52.344495, 4.883607 52.34451, 4.883763 52.344478, 4.883991 52.344445, 4.884383 52.344405, 4.884728 52.344386, 4.885726 52.344369, 4.885405 52.341999, 4.879039 52.341769, 4.878318 52.341785, 4.878175 52.343586, 4.878476 52.344, 4.878404 52.344671))"
429,M34e,Nieuwe Diep/Diemerpark,M34,M,2399790.0,"POLYGON ((4.957306 52.365893, 4.958488 52.365994, 4.958978 52.366046, 4.95941 52.366112, 4.959739 52.366177, 4.960147 52.366301, 4.96059 52.366474, 4.961195 52.366792, 4.961352 52.36691, 4.972026 52.362598, 4.974406 52.360808, 4.97468 52.360646, 4.974786 52.360508, 4.975603 52.359303, 4.975707 52.359181, 4.975809 52.359091, 4.975927 52.359009, 4.976094 52.358917, 4.976493 52.358738, 4.976726 52.35866, 4.976931 52.35861, 4.977144 52.358572, 4.979959 52.358157, 4.980171 52.358119, 4.980389 52.358102, 4.980555 52.358102, 4.98072 52.358113, 4.980934 52.358146, 4.984527 52.358926, 4.98549 52.358451, 4.985623 52.358377, 4.985854 52.358209, 4.985951 52.358116, 4.98607 52.357968, 4.986157 52.357811, 4.986196 52.357704, 4.986219 52.357594, 4.986279 52.356259, 4.986307 52.356104, 4.986372 52.355953, 4.986471 52.355808, 4.986556 52.355718, 4.986708 52.355594, 4.98689 52.355484, 4.987817 52.354985, 4.991575 52.352675, 4.994513 52.350943, 4.994782 52.350806, 4.995062 52.350677, 4.995551 52.350483, 4.995959 52.350346, 4.99649 52.350199, 4.998029 52.349635, 4.997902 52.348662, 4.997882 52.348274, 4.997893 52.348079, 4.997936 52.347788, 4.998009 52.347501, 4.998077 52.347311, 4.998201 52.34703, 4.998358 52.346754, 4.998499 52.346579, 4.998604 52.346466, 4.998839 52.346248, 4.999036 52.346093, 4.99925 52.345948, 4.999558 52.345768, 4.999639 52.345725, 5.002524 52.34459, 5.00267 52.344546, 5.00279 52.344519, 5.003759 52.344363, 5.003891 52.344331, 5.004013 52.344288, 5.004783 52.343951, 5.00497 52.343889, 5.005172 52.343844, 5.00538 52.343816, 5.005593 52.343806, 5.007598 52.34394, 5.007768 52.343962, 5.007934 52.343995, 5.008408 52.344126, 5.008717 52.34421, 5.009 52.344266, 5.012849 52.344834, 5.012385 52.344305, 5.012364 52.343974, 5.012305 52.343836, 5.012285 52.343841, 5.012221 52.343715, 5.012259 52.343708, 5.012216 52.343625, 5.012128 52.343498, 5.012024 52.343381, 5.011806 52.343188, 5.011548 52.342993, 5.011244 52.342795, 5.011062 52.34269, 5.01066 52.34248, 5.01029 52.342306, 5.009751 52.342079, 5.009505 52.341989, 5.0093 52.341932, 5.008903 52.341857, 5.008703 52.341834, 5.008501 52.341828, 5.008218 52.34185, 5.008022 52.341885, 5.00749 52.34202, 5.006778 52.34216, 5.006412 52.342241, 5.005714 52.34241, 5.005489 52.342453, 5.005176 52.342502, 5.004725 52.342556, 5.004443 52.342573, 5.004167 52.342572, 5.002506 52.342455, 5.002124 52.342419, 5.001519 52.342339, 5.000747 52.342203, 5.000532 52.342151, 5.00035 52.342097, 5.000176 52.342037, 4.999906 52.341924, 4.999764 52.341851, 4.9996 52.341752, 4.999324 52.34153, 4.999066 52.341669, 4.998268 52.342041, 4.998052 52.342155, 4.99413 52.344255, 4.994022 52.344308, 4.993732 52.344416, 4.991619 52.345548, 4.982736 52.350273, 4.975534 52.354115, 4.974494 52.35466, 4.973879 52.354941, 4.973464 52.355108, 4.973187 52.355213, 4.972798 52.355346, 4.972484 52.35545, 4.972183 52.355539, 4.971506 52.355719, 4.971106 52.35581, 4.970398 52.355951, 4.970429 52.356005, 4.97022 52.356044, 4.970191 52.355987, 4.969598 52.356095, 4.969716 52.356356, 4.966806 52.35691, 4.964545 52.357462, 4.962302 52.358381, 4.96131 52.359124, 4.957523 52.364983, 4.957306 52.365893))"
430,M50a,Strandeiland,M50,M,704657.0,"POLYGON ((5.019874 52.355824, 5.038812 52.358098, 5.039059 52.354569, 5.02064 52.349596, 5.019874 52.355824))"
431,M50d,Middeneiland Zuidwest,M50,M,200760.0,"POLYGON ((5.013776 52.356744, 5.019628 52.357815, 5.019874 52.355824, 5.02064 52.349596, 5.020219 52.349483, 5.013776 52.356744))"
432,M50g,Centrumeiland,M50,M,486368.0,"POLYGON ((5.010302 52.358174, 5.013776 52.356744, 5.020219 52.349483, 5.015903 52.348316, 5.014894 52.347167, 5.009977 52.352733, 5.009435 52.353345, 5.006571 52.354838, 5.010302 52.358174))"
433,M51b,Haveneiland Oost,M51,M,602024.0,"POLYGON ((4.998029 52.349635, 4.998511 52.350723, 5.000747 52.352296, 5.003491 52.350835, 5.009977 52.352733, 5.014894 52.347167, 5.012849 52.344834, 5.009 52.344266, 5.008717 52.34421, 5.008408 52.344126, 5.007923 52.344791, 5.007801 52.344925, 5.007678 52.345027, 5.005696 52.346252, 5.005287 52.346483, 5.004849 52.346695, 4.999566 52.349071, 4.998029 52.349635))"
434,M56f,Park de Meer,M56,M,263634.0,"POLYGON ((4.945638 52.344331, 4.949889 52.346874, 4.95003 52.346978, 4.950326 52.346804, 4.952976 52.345144, 4.953578 52.344827, 4.954039 52.344518, 4.954593 52.344124, 4.954667 52.344079, 4.954852 52.344001, 4.956271 52.343581, 4.955023 52.342327, 4.953841 52.341055, 4.953057 52.340364, 4.952734 52.340153, 4.952524 52.340252, 4.951925 52.340561, 4.950302 52.341459, 4.948713 52.342468, 4.946767 52.343686, 4.946035 52.344084, 4.945638 52.344331))"
435,M56g,Sportpark Voorland,M56,M,269462.0,"POLYGON ((4.95003 52.346978, 4.95228 52.348304, 4.952524 52.348363, 4.95325 52.348789, 4.95399 52.349203, 4.95465 52.349608, 4.955174 52.349908, 4.955351 52.350066, 4.960432 52.34793, 4.959934 52.347442, 4.95988 52.347211, 4.959701 52.346923, 4.958077 52.345329, 4.957006 52.344344, 4.956562 52.343871, 4.956271 52.343581, 4.954852 52.344001, 4.954667 52.344079, 4.954593 52.344124, 4.954039 52.344518, 4.953578 52.344827, 4.952976 52.345144, 4.950326 52.346804, 4.95003 52.346978))"
436,M56i,Science Park Zuid,M56,M,848664.0,"POLYGON ((4.956498 52.357781, 4.957088 52.357761, 4.958539 52.357787, 4.958742 52.357819, 4.958935 52.357867, 4.959087 52.357935, 4.959186 52.358006, 4.959448 52.358226, 4.96131 52.359124, 4.962302 52.358381, 4.964545 52.357462, 4.966806 52.35691, 4.969716 52.356356, 4.969598 52.356095, 4.969371 52.355628, 4.969334 52.355634, 4.969318 52.355604, 4.969505 52.355571, 4.969526 52.355492, 4.969226 52.355323, 4.96874 52.355082, 4.968313 52.354921, 4.967924 52.354806, 4.966849 52.354387, 4.966527 52.354273, 4.96636 52.354231, 4.966257 52.354184, 4.966244 52.354157, 4.966061 52.354379, 4.965826 52.354691, 4.96496 52.353269, 4.96254 52.350361, 4.96137 52.348846, 4.960432 52.34793, 4.955351 52.350066, 4.949617 52.352474, 4.948803 52.352825, 4.950475 52.353832, 4.951422 52.35443, 4.956467 52.357453, 4.956498 52.357781))"
437,M57a,Betondorp,M57,M,457985.0,"POLYGON ((4.945309 52.344544, 4.945638 52.344331, 4.946035 52.344084, 4.946767 52.343686, 4.948713 52.342468, 4.950302 52.341459, 4.951925 52.340561, 4.952524 52.340252, 4.952734 52.340153, 4.952383 52.339922, 4.951893 52.339663, 4.950576 52.339064, 4.94971 52.338722, 4.949869 52.338524, 4.949583 52.338433, 4.949532 52.338402, 4.949552 52.338372, 4.948672 52.338125, 4.948647 52.338125, 4.948346 52.338022, 4.947916 52.33791, 4.947029 52.337697, 4.946884 52.337682, 4.946771 52.337653, 4.945048 52.337143, 4.944212 52.336884, 4.943993 52.336812, 4.943939 52.336788, 4.943753 52.336735, 4.943802 52.336706, 4.943494 52.336664, 4.943128 52.336584, 4.943009 52.336568, 4.940662 52.337754, 4.9398 52.338202, 4.939601 52.338358, 4.937805 52.33954, 4.939832 52.340735, 4.940435 52.341022, 4.940577 52.341214, 4.94294 52.342635, 4.94364 52.342777, 4.943893 52.343702, 4.945309 52.344544))"
438,M57c,Drieburg,M57,M,281846.0,"POLYGON ((4.932628 52.343083, 4.937805 52.33954, 4.939601 52.338358, 4.9398 52.338202, 4.940662 52.337754, 4.943009 52.336568, 4.942599 52.336516, 4.929144 52.338967, 4.928918 52.339023, 4.928635 52.339122, 4.927145 52.339805, 4.932628 52.343083))"
439,M58b,Weespertrekvaart,M58,M,482447.0,"POLYGON ((4.919459 52.34257, 4.919696 52.34261, 4.920304 52.342745, 4.920472 52.342759, 4.920613 52.342747, 4.920746 52.342715, 4.921296 52.34249, 4.927145 52.339805, 4.928635 52.339122, 4.928918 52.339023, 4.929144 52.338967, 4.942599 52.336516, 4.94173 52.336403, 4.941714 52.335528, 4.940374 52.335599, 4.939967 52.335612, 4.939683 52.335603, 4.939536 52.335588, 4.939404 52.335563, 4.939033 52.335467, 4.938828 52.335392, 4.938508 52.335303, 4.938336 52.335284, 4.938156 52.335234, 4.93792 52.335088, 4.937713 52.334999, 4.937346 52.334866, 4.936521 52.334587, 4.935633 52.33551, 4.934229 52.335492, 4.928502 52.336551, 4.926778 52.33596, 4.926952 52.335772, 4.925782 52.335368, 4.925502 52.335379, 4.924949 52.335379, 4.922172 52.33829, 4.922011 52.338457, 4.920874 52.340169, 4.919978 52.341626, 4.919583 52.342315, 4.919459 52.34257))"
